Htn2PtPl_05nov2009,Y:\Documents\Engineering\Data\LOR\CSX_OhioRsub\Htn2PtPl_05nov2009,
UTM,17 North,(WGS 84),Geoid03
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,covXX,covYY,covZZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
mp200_D,MP,+38.549901234,-82.284548513,470.906,14001325.696,1273177.594,580.120,7.435,12:24:08 5 Nov 2009,0.000,0.000,0.000,0.021,0.031,0.003,,,,6,12
mp199_D,MP,+38.564652737,-82.282718364,475.273,14006688.977,1273775.789,584.536,7.435,12:33:33 5 Nov 2009,0.000,0.000,0.000,0.036,0.063,0.004,,,,6,9
mp198_D,MP,+38.578512185,-82.279610412,467.722,14011722.418,1274734.446,577.039,7.435,12:58:03 5 Nov 2009,0.010,0.004,0.003,0.166,0.292,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,,,12,11
mp197_D,MP,+38.584883186,-82.263873668,448.075,14013979.658,1279263.711,557.454,7.435,13:14:49 5 Nov 2009,0.106,0.049,0.218,0.781,1.398,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,,,20,13
mp212_D,MP,+38.586125442,-82.245457072,447.000,14014360.041,1284532.589,556.433,7.435,13:26:13 5 Nov 2009,0.047,0.597,0.038,1.017,1.838,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,,,10,13
mp195_D,MP,+38.583675975,-82.229265765,450.284,14013405.934,1289147.412,559.752,7.435,13:37:16 5 Nov 2009,0.000,0.000,0.000,0.033,0.057,0.004,,,,6,14
mp194_D,MP,+38.586146960,-82.209399009,447.815,14014230.183,1294836.479,557.345,7.435,13:54:18 5 Nov 2009,0.001,0.003,0.002,0.110,0.201,0.015,,,,7,14
mp193_D,MP,+38.590102199,-82.191573698,450.773,14015603.593,1299948.826,560.358,7.435,13:59:36 5 Nov 2009,0.002,0.006,0.003,0.164,0.285,0.017,,,,13,13
mp192_D,MP,+38.597696820,-82.176197857,451.069,14018311.930,1304377.710,560.715,7.435,14:06:33 5 Nov 2009,0.048,0.229,0.183,0.834,1.509,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,,,16,14
mp191_D,MP,+38.609970201,-82.167071972,448.392,14022747.030,1307041.847,558.101,7.435,14:15:55 5 Nov 2009,0.027,0.095,0.024,0.486,0.842,0.003,,,,18,9
